Name,Email,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing Name,Billing Street,Billing Address1,Billing Address2,Billing Company,Billing City,Billing Zip,Billing Province,Billing Country,Billing Phone,Shipping Name,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Shipping Phone,Notes,Note Attributes,Cancelled at,Payment Method,Payment Reference,Refunded Amount,Vendor,Id,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Phone,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment ID,Payment Terms Name,Next Payment Due At,Payment References
#1105,jaxon@zonos.com,partially_refunded,2023-01-30 13:12:42 -0500,unfulfilled,,no,USD,250.00,544.08,0.00,794.08,bogo,250.00,fake rule Duties & Taxes Included,2023-01-30 13:12:42 -0500,5,Case of Coca-Cola,50.00,,123412341234,true,true,pending,J P,Rua Portas Agua 100,Rua Portas Agua 100,,,Ourém,2490-518,PT-14,PT,,J P,Rua Portas Agua 100,Rua Portas Agua 100,,,Ourém,2490-518,PT-14,PT,,"$219.52 shipping, $225.35 duty and tax","Duty: $45.07
Tax: $122.38
Carrier Fees: $57.90
Shipping: $219.52
Carton: 8x4x2 in (10 items)",,(for testing) Bogus Gateway,rOWGpk4En8QmBPDpgPwVRsdPT,99.21,Jaxons Soda shop,5259901239604,"",Low,web,0.00,,,,,,,,,,,,,,Santarém,Santarém,rOWGpk4En8QmBPDpgPwVRsdPT,,,rOWGpk4En8QmBPDpgPwVRsdPT + #1105.2
#1105,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-30 13:12:42 -0500,5,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1104,jaxon@zonos.com,paid,2023-01-30 13:03:52 -0500,unfulfilled,,no,USD,150.00,277.56,0.00,427.56,bogo,150.00,fake rule Duties & Taxes Included,2023-01-30 13:03:51 -0500,3,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,987 Tolmie Street,987 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,987 Tolmie Street,987 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rGsRFPEqfqE4OQGr1ZGZ2rVRY,0.00,Jaxons Soda shop,5259896422708,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rGsRFPEqfqE4OQGr1ZGZ2rVRY,,,rGsRFPEqfqE4OQGr1ZGZ2rVRY
#1104,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-30 13:03:51 -0500,3,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1103,jaxon@zonos.com,paid,2023-01-30 12:55:27 -0500,unfulfilled,,no,USD,100.00,263.88,0.00,363.88,bogo,100.00,fake rule Duties & Taxes Included,2023-01-30 12:55:26 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,Test Address 123,Test Address 123,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,Test Address 123,Test Address 123,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rOFEsFTPmYJRsSOsoyFNKDs2D,0.00,Jaxons Soda shop,5259892425012,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rOFEsFTPmYJRsSOsoyFNKDs2D,,,rOFEsFTPmYJRsSOsoyFNKDs2D
#1103,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-30 12:55:26 -0500,2,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1102,jaxon@zonos.com,paid,2023-01-30 12:46:15 -0500,unfulfilled,,no,USD,50.00,195.28,0.00,245.28,bogo,50.00,UPS Priority Mail ORIGINAL Duties & Taxes Included,2023-01-30 12:46:14 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,229 Tolmie Street,229 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,229 Tolmie Street,229 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,r6ivCZEgjycbRETFJXOu7lhBu,0.00,Jaxons Soda shop,5259887870260,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,r6ivCZEgjycbRETFJXOu7lhBu,,,r6ivCZEgjycbRETFJXOu7lhBu
#1102,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-30 12:46:14 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1101,jaxon@zonos.com,paid,2023-01-30 12:33:12 -0500,unfulfilled,,no,USD,150.00,464.70,0.00,614.70,bogo,150.00,fake rule Duties & Taxes Included,2023-01-30 12:33:11 -0500,3,Case of Coca-Cola,50.00,,123412341234,true,true,pending,J P,Rua Portas Agua 10099,Rua Portas Agua 10099,,,Ourém,2490-518,PT-14,PT,,J P,Rua Portas Agua 10099,Rua Portas Agua 10099,,,Ourém,2490-518,PT-14,PT,,,"",,(for testing) Bogus Gateway,rU7iHBumILuXjPyzD0WDlyjeA,0.00,Jaxons Soda shop,5259878072628,"",Low,web,0.00,,,,,,,,,,,,,,Santarém,Santarém,rU7iHBumILuXjPyzD0WDlyjeA,,,rU7iHBumILuXjPyzD0WDlyjeA
#1101,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-30 12:33:11 -0500,3,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1100,jaxon@zonos.com,paid,2023-01-30 12:25:07 -0500,unfulfilled,,no,USD,150.00,464.70,0.00,614.70,bogo,150.00,fake rule Duties & Taxes Included,2023-01-30 12:25:06 -0500,3,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,Rua Portas Agua 100100,Rua Portas Agua 100100,,,Ourém,2490-518,PT-14,PT,,Jaxon P,Rua Portas Agua 100100,Rua Portas Agua 100100,,,Ourém,2490-518,PT-14,PT,,"$219.52 shipping, $245.18 duty and tax","Duty: $49.87
Tax: $134.98
Carrier Fees: $60.33
Shipping: $219.52
Carton: 8x4x2 in (9 items)",,(for testing) Bogus Gateway,r2nUntiXntoUafKZVHmIVeR4D,0.00,Jaxons Soda shop,5259874140468,"",Low,web,0.00,,,,,,,,,,,,,,Santarém,Santarém,r2nUntiXntoUafKZVHmIVeR4D,,,r2nUntiXntoUafKZVHmIVeR4D
#1100,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-30 12:25:06 -0500,3,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1099,jaxon@zonos.com,paid,2023-01-30 12:06:27 -0500,unfulfilled,,no,USD,250.00,544.08,0.00,794.08,bogo,250.00,fake rule Duties & Taxes Included,2023-01-30 12:06:26 -0500,5,Case of Coca-Cola,50.00,,123412341234,true,true,pending,J Porter,Rua Portas Agua 100,Rua Portas Agua 100,,,Ourém,2490-518,PT-14,PT,,J Porter,Rua Portas Agua 100,Rua Portas Agua 100,,,Ourém,2490-518,PT-14,PT,,"$219.52 shipping, $324.56 duty and tax","Duty: $69.07
Tax: $185.40
Carrier Fees: $70.09
Shipping: $219.52
Carton: 8x4x2 in (10 items)",,(for testing) Bogus Gateway,riirH23wMXuBc5Mhypwy6pPfy,0.00,Jaxons Soda shop,5259865588020,"",Low,web,0.00,,,,,,,,,,,,,,Santarém,Santarém,riirH23wMXuBc5Mhypwy6pPfy,,,riirH23wMXuBc5Mhypwy6pPfy
#1099,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-30 12:06:26 -0500,5,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1098,jaxon@zonos.com,partially_refunded,2023-01-30 12:02:17 -0500,unfulfilled,,no,USD,100.00,425.03,0.00,525.03,bogo,100.00,fake rule Duties & Taxes Included,2023-01-30 12:02:16 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,J P,Rua Portas Agua 100,Rua Portas Agua 100,,,Ourém,2490-518,PT-14,PT,,J P,Rua Portas Agua 100,Rua Portas Agua 100,,,Ourém,2490-518,PT-14,PT,,"$219.52 shipping, $205.50 duty and tax","Duty: $40.27
Tax: $109.77
Carrier Fees: $55.46
Shipping: $219.52
Carton: 8x4x2 in (4 items)",,(for testing) Bogus Gateway,rFcVDXBW8h17VVbpx3HnB07Nb,0.01,Jaxons Soda shop,5259863294260,"",Low,web,0.00,,,,,,,,,,,,,,Santarém,Santarém,rFcVDXBW8h17VVbpx3HnB07Nb,,,rFcVDXBW8h17VVbpx3HnB07Nb + #1098.2
#1098,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-30 12:02:16 -0500,2,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1097,jaxon@zonos.com,paid,2023-01-30 11:53:33 -0500,unfulfilled,,no,USD,150.00,277.56,0.00,427.56,bogo,150.00,fake rule Duties & Taxes Included,2023-01-30 11:53:32 -0500,3,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,2162123123 Tolmie Street,2162123123 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,2162123123 Tolmie Street,2162123123 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,ruh5imp072aWWloliFpnW6xCU,0.00,Jaxons Soda shop,5259858772276,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,ruh5imp072aWWloliFpnW6xCU,,,ruh5imp072aWWloliFpnW6xCU
#1097,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-30 11:53:32 -0500,3,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1096,jaxon@zonos.com,paid,2023-01-30 11:50:13 -0500,unfulfilled,,no,USD,150.00,277.56,0.00,427.56,bogo,150.00,fake rule Duties & Taxes Included,2023-01-30 11:50:12 -0500,3,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,2162121 Tolmie Street,2162121 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,2162121 Tolmie Street,2162121 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rpSGeDIzght6QZImM9qa2R4j0,0.00,Jaxons Soda shop,5259856904500,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rpSGeDIzght6QZImM9qa2R4j0,,,rpSGeDIzght6QZImM9qa2R4j0
#1096,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-30 11:50:12 -0500,3,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1095,jaxon@zonos.com,paid,2023-01-30 11:44:49 -0500,unfulfilled,,no,USD,100.00,263.88,0.00,363.88,bogo,100.00,fake rule Duties & Taxes Included,2023-01-30 11:44:48 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,r7qdjxVFnUpW0r2kSYCEYNAI2,0.00,Jaxons Soda shop,5259853693236,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,r7qdjxVFnUpW0r2kSYCEYNAI2,,,r7qdjxVFnUpW0r2kSYCEYNAI2
#1095,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-30 11:44:48 -0500,2,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1094,jaxon@zonos.com,paid,2023-01-30 11:41:54 -0500,unfulfilled,,no,USD,100.00,229.12,0.00,329.12,bogo,50.00,UPS Priority Mail ORIGINAL Duties & Taxes Included,2023-01-30 11:41:53 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rxqkFG2zbaC4CrvxJycOfx2KB,0.00,Jaxons Soda shop,5259852284212,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rxqkFG2zbaC4CrvxJycOfx2KB,,,rxqkFG2zbaC4CrvxJycOfx2KB
#1094,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-30 11:41:53 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1094,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-30 11:41:53 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1093,jaxon@zonos.com,partially_refunded,2023-01-30 11:38:21 -0500,unfulfilled,,no,USD,50.00,195.28,0.00,245.28,bogo,50.00,UPS Priority Mail ORIGINAL Duties & Taxes Included,2023-01-30 11:38:20 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxons Porter,216222 Tolmie Street,216222 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxons Porter,216222 Tolmie Street,216222 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,"$206.60 shipping, $15.68 duty and tax","Duty: $0.00
Tax: $12.00
Carrier Fees: $3.68
Shipping: $206.60
Carton: 8x4x2 in (3 items)",,(for testing) Bogus Gateway,rhezSdYn0ugUtF0XiBGDN6UWP,179.60,Jaxons Soda shop,5259850154292,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rhezSdYn0ugUtF0XiBGDN6UWP,,,rhezSdYn0ugUtF0XiBGDN6UWP + #1093.2
#1093,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-30 11:38:20 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1092,jaxon@zonos.com,partially_refunded,2023-01-30 11:30:50 -0500,unfulfilled,,no,USD,50.00,195.28,0.00,245.28,bogo,50.00,UPS Priority Mail ORIGINAL Duties & Taxes Included,2023-01-30 11:30:49 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Port,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Port,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,"$206.60 shipping, $15.68 duty and tax","Duty: $0.00
Tax: $12.00
Carrier Fees: $3.68
Shipping: $206.60
Carton: 8x4x2 in (3 items)",,(for testing) Bogus Gateway,rAAvdSHaZraNsbP2jZxwdZQoT,179.60,Jaxons Soda shop,5259845632308,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rAAvdSHaZraNsbP2jZxwdZQoT,,,rAAvdSHaZraNsbP2jZxwdZQoT + #1092.2
#1092,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-30 11:30:49 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1091,jaxon@zonos.com,partially_refunded,2023-01-27 19:46:54 -0500,unfulfilled,,no,USD,200.00,504.31,0.00,704.31,bogo,200.00,fake rule Duties & Taxes Included,2023-01-27 19:46:53 -0500,4,Case of Coca-Cola,50.00,,123412341234,true,true,pending,J P,Rua Portas Agua 100,Rua Portas Agua 100,,,Ourém,2490-518,PT-14,PT,,J P,Rua Portas Agua 100,Rua Portas Agua 100,,,Ourém,2490-518,PT-14,PT,,"$219.52 shipping, $284.79 duty and tax","Duty: $59.47
Tax: $160.17
Carrier Fees: $65.15
Shipping: $219.52
Carton: 8x4x2 in (8 items)",,(for testing) Bogus Gateway,rcNV9p7SLnhQ0N1rHuMyCWOeM,219.52,Jaxons Soda shop,5258558308660,"",Low,web,0.00,,,,,,,,,,,,,,Santarém,Santarém,rcNV9p7SLnhQ0N1rHuMyCWOeM,,,rcNV9p7SLnhQ0N1rHuMyCWOeM + #1091.2
#1091,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-27 19:46:53 -0500,4,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1090,jaxon@zonos.com,paid,2023-01-27 19:44:05 -0500,unfulfilled,,no,USD,150.00,277.56,0.00,427.56,bogo,150.00,fake rule Duties & Taxes Included,2023-01-27 19:44:05 -0500,3,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter5,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter5,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rMWOAytFPV5qQEFSq3hi3Qm5R,0.00,Jaxons Soda shop,5258557358388,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rMWOAytFPV5qQEFSq3hi3Qm5R,,,rMWOAytFPV5qQEFSq3hi3Qm5R
#1090,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-27 19:44:05 -0500,3,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1089,jaxon@zonos.com,paid,2023-01-27 19:40:19 -0500,unfulfilled,,no,USD,100.00,268.96,0.00,368.96,bogo,100.00,UPS Priority Mail ORIGINAL Duties & Taxes Included,2023-01-27 19:40:18 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,2162 Tolmie Street n7,2162 Tolmie Street n7,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,2162 Tolmie Street n7,2162 Tolmie Street n7,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rsy5R2DGqBKafg9DglKLtQRjg,0.00,Jaxons Soda shop,5258556375348,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rsy5R2DGqBKafg9DglKLtQRjg,,,rsy5R2DGqBKafg9DglKLtQRjg
#1089,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-27 19:40:18 -0500,2,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1088,jaxon@zonos.com,paid,2023-01-27 18:39:21 -0500,unfulfilled,,no,USD,100.00,263.88,0.00,363.88,bogo,100.00,fake rule Duties & Taxes Included,2023-01-27 18:39:20 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rNB0YD1uHwJ3SDDs86uwonaYL,0.00,Jaxons Soda shop,5258536026420,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rNB0YD1uHwJ3SDDs86uwonaYL,,,rNB0YD1uHwJ3SDDs86uwonaYL
#1088,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-27 18:39:20 -0500,2,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1087,jaxon@zonos.com,paid,2023-01-27 18:31:22 -0500,unfulfilled,,no,USD,150.00,277.56,0.00,427.56,bogo,150.00,fake rule Duties & Taxes Included,2023-01-27 18:31:21 -0500,3,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rpTAUZjFBlbmLz11mNl7hKcVx,0.00,Jaxons Soda shop,5258533962036,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rpTAUZjFBlbmLz11mNl7hKcVx,,,rpTAUZjFBlbmLz11mNl7hKcVx
#1087,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-27 18:31:21 -0500,3,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1086,jaxon@zonos.com,paid,2023-01-27 18:03:32 -0500,unfulfilled,,no,USD,150.00,257.04,0.00,407.04,"",0.00,fake rule Duties & Taxes Included,2023-01-27 18:03:31 -0500,3,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,"$219.52 shipping, $37.52 duty and tax","Duty: $0.00
Tax: $18.00
Carrier Fees: $19.52
Shipping: $219.52
Carton: 8x4x2 in (3 items)",,(for testing) Bogus Gateway,rQwVgGY1vcbUbXU8CDYcFPOrU,0.00,Jaxons Soda shop,5258521870644,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rQwVgGY1vcbUbXU8CDYcFPOrU,,,rQwVgGY1vcbUbXU8CDYcFPOrU
#1085,jaxon@zonos.com,paid,2023-01-27 18:01:49 -0500,unfulfilled,,no,USD,100.00,263.88,0.00,363.88,bogo,100.00,fake rule Duties & Taxes Included,2023-01-27 18:01:48 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,r4vg1QRYUdi7W4HXQOzOWo2X6,0.00,Jaxons Soda shop,5258520854836,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,r4vg1QRYUdi7W4HXQOzOWo2X6,,,r4vg1QRYUdi7W4HXQOzOWo2X6
#1085,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-27 18:01:48 -0500,2,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1084,jaxon@zonos.com,paid,2023-01-27 17:56:12 -0500,unfulfilled,,no,USD,100.00,342.31,0.00,442.31,"",0.00,fake rule Duties & Taxes Included,2023-01-27 17:56:11 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,J P,Rua Portas Agua 100,Rua Portas Agua 100,,,Ourém,2490-518,PT-14,PT,,J P,Rua Portas Agua 100,Rua Portas Agua 100,,,Ourém,2490-518,PT-14,PT,,"$766.00 shipping, $266.08 duty and tax","Duty: $0.00
Tax: $203.19
Carrier Fees: $62.89
Shipping: $766.00
Carton: 8x4x2 in (2 items)",,(for testing) Bogus Gateway,ruMGbkzvd3GItEud2zICAAVi3,0.00,Jaxons Soda shop,5258518954292,"",Low,web,0.00,,,,,,,,,,,,,,Santarém,Santarém,ruMGbkzvd3GItEud2zICAAVi3,,,ruMGbkzvd3GItEud2zICAAVi3
#1083,jaxon@zonos.com,partially_refunded,2023-01-27 17:30:12 -0500,unfulfilled,,no,USD,50.00,1032.08,0.00,1082.08,bogo,50.00,fake rule Duties & Taxes Included,2023-01-27 17:30:11 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jax Por,Rua Portas Agua 100,Rua Portas Agua 100,,,Ourém,2490-518,PT-14,PT,,Jax Por,Rua Portas Agua 100,Rua Portas Agua 100,,,Ourém,2490-518,PT-14,PT,,"$766.00 shipping, $252.97 duty and tax","Duty: $0.00
Tax: $191.69
Carrier Fees: $61.28
Shipping: $766.00
Carton: 8x4x2 in (2 items)",,(for testing) Bogus Gateway,rT718hLAIez97FTZiA5cpkFIy,779.11,Jaxons Soda shop,5258509353268,"",Low,web,0.00,,,,,,,,,,,,,,Santarém,Santarém,rT718hLAIez97FTZiA5cpkFIy,,,rT718hLAIez97FTZiA5cpkFIy + #1083.2
#1083,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-27 17:30:11 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1082,jaxon@zonos.com,partially_refunded,2023-01-27 17:05:41 -0500,unfulfilled,,no,USD,50.00,195.28,0.00,245.28,bogo,50.00,UPS Priority Mail ORIGINAL Duties & Taxes Included,2023-01-27 17:05:41 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Por,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Por,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,"$179.60 shipping, $8.84 duty and tax","Duty: $0.00
Tax: $6.00
Carrier Fees: $2.84
Shipping: $179.60
Carton: 8x4x2 in (2 items)",,(for testing) Bogus Gateway,rNPD8A1azrrydwCoYDUcD8sxs,186.44,Jaxons Soda shop,5258500636980,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rNPD8A1azrrydwCoYDUcD8sxs,,,rNPD8A1azrrydwCoYDUcD8sxs + #1082.2
